index,value
order1200,whipped/sour cream
order1200,meat
order1201,sausage
order1201,oil
order1201,fruit
order1201,milk
order1201,sugar
order1201,beer
order1201,salt
order1201,bread
order1201,pasta
order1201,soda
order1201,bottled water
order1202,sausage
order1202,finished products
order1202,vegetable
order1202,potted plants
order1202,pork
order1202,yogurt
order1202,fruit
order1202,milk
order1202,house keeping products
order1202,bread
order1202,baking powder
order1202,cheese
order1202,whipped/sour cream
order1202,bakery
order1203,vegetable
order1203,salty snack
order1203,seasonal products
order1203,milk
order1203,roll products
order1203,bread
order1203,whipped/sour cream
order1203,curd
order1204,oil
order1204,pork
order1204,salad dressing
order1204,beer
order1204,candy
order1204,liquor (appetizer)
order1204,soda
order1204,coffee
order1204,newspapers
order1204,sauces
order1205,sausage
order1205,fruit
order1205,milk
order1205,soda
order1205,skin care
order1205,cheese
order1205,whipped/sour cream
order1206,vegetable
order1206,detergent
order1206,milk
order1206,eggs
order1206,grapes
order1206,newspapers
order1206,chicken
order1207,vegetable
order1207,fruit
order1207,candles
order1207,butter
order1207,chicken
order1207,cheese
order1207,bakery
order1208,sausage
order1208,oil
order1208,detergent
order1208,chocolate
order1208,fruit
order1208,milk
order1208,house keeping products
order1208,ketchup
order1208,misc. beverages
order1208,bread
order1208,soda
order1208,mustard
order1208,napkins
order1208,cheese
order1208,pastry
order1208,waffles
order1208,bakery
order1209,dessert
order1209,wine
order1209,ketchup
order1209,pasta
order1209,onions
order1209,tea
order1209,oil
order1209,chocolate
order1209,beer
order1209,instant coffee
order1209,canned fish
order1209,milk
order1209,eggs
order1209,butter
order1209,abrasive cleaner
order1209,cosmetics
order1209,mustard
order1209,sausage
order1209,vegetable
order1209,fruit
order1209,salt
order1209,misc. beverages
order1209,cheese
order1209,vinegar
order1210,potted plants
order1210,milk
order1210,rolls
order1210,butter
order1210,misc. beverages
order1210,grapes
order1210,soda
order1210,coffee
order1210,bottled water
order1211,vegetable
order1211,yogurt
order1211,waffles
order1211,seasonal products
order1211,berries
order1211,bottled water
order1211,whipped/sour cream
order1212,vegetable
order1212,pork
order1212,milk
order1212,dog food
order1212,beef
order1212,soda
order1212,baking powder
order1212,rice
order1213,salty snack
order1213,specialty fat
order1213,milk
order1213,fruit
order1213,beer
order1213,instant coffee
order1213,soda
order1213,newspapers
order1213,bottled water
order1213,juice
order1213,onions
order1214,sausage
order1214,vegetable
order1214,chocolate
order1214,waffles
order1214,milk
order1214,rolls
order1214,eggs
order1214,herbs
order1214,bread
order1214,soda
order1214,chicken
order1214,cheese
order1214,margarine
order1214,whipped/sour cream
order1215,vegetable
order1215,pork
order1215,milk
order1215,eggs
order1215,ketchup
order1215,cosmetics
order1215,pasta
order1215,newspapers
order1216,vegetable
order1216,fruit
order1216,milk
order1216,soups
order1216,frankfurter
order1216,house keeping products
order1216,cheese
order1216,curd
order1217,sausage
order1217,vegetable
order1217,detergent
order1217,pork
order1217,milk
order1217,beef
order1217,flour
order1217,shopping bags
order1217,meat
order1218,vegetable
order1218,pork
order1218,beverages
order1218,fruit
order1218,bread
order1218,whipped/sour cream
order1218,meat
order1219,sausage
order1219,vegetable
order1219,beverages
order1219,fruit
order1219,rolls
order1219,chewing gum
order1219,soda
order1219,cheese
order1220,sausage
order1220,vegetable
order1220,pork
order1220,chocolate
order1220,fruit
order1220,milk
order1220,sugar
order1220,rolls
order1220,eggs
order1220,cat food
order1220,cheese
order1220,meat
order1221,sausage
order1221,vegetable
order1221,dish cleaner
order1221,yogurt
order1221,fruit
order1221,milk
order1221,cheese
order1221,berries
order1221,eggs
order1221,spices
order1221,butter
order1221,newspapers
order1221,chicken
order1221,onions
order1221,vinegar
order1221,bakery
order1222,vegetable
order1222,salty snack
order1222,berries
order1222,beer
order1222,popcorn
order1222,beef
order1222,flour
order1222,soda
order1222,mustard
order1222,onions
order1223,vegetable
order1223,finished products
order1223,salty snack
order1223,milk
order1223,frankfurter
order1223,flour
order1223,pasta
order1223,chicken
order1223,curd
order1224,vegetable
order1224,yogurt
order1224,salty snack
order1224,milk
order1224,cheese
order1224,pastry
order1224,curd
order1225,sausage
order1225,vegetable
order1225,pork
order1225,yogurt
order1225,fruit
order1225,milk
order1225,chewing gum
order1225,whipped/sour cream
order1225,cosmetics
order1225,herbs
order1225,newspapers
order1225,curd
order1226,vegetable
order1226,chocolate
order1226,beer
order1226,rum
order1226,liquor
order1226,butter
order1226,cosmetics
order1226,soda
order1226,newspapers
order1227,milk
order1227,bread
order1227,newspapers
order1227,juice
order1227,cheese
order1227,pastry
order1227,meat
order1228,vegetable
order1228,pork
order1228,kitchen towels
order1228,milk
order1228,liquor
order1228,cat food
order1228,butter
order1228,pet care
order1228,coffee
order1228,napkins
order1228,dishes
order1228,cheese
order1228,whipped/sour cream
order1229,milk
order1229,frozen meals
order1229,dog food
order1229,eggs
order1229,ketchup
order1229,misc. beverages
order1229,bread
order1229,chicken
order1229,napkins
order1230,vegetable
order1230,oil
order1230,dessert
order1230,fruit
order1230,frozen meals
order1230,beef
order1230,frankfurter
order1230,whipped/sour cream
order1230,eggs
order1230,instant coffee
order1230,flower (seeds)
order1230,bread
order1230,soda
order1230,chicken
order1230,juice
order1230,cheese
order1230,curd
order1231,sausage
order1231,vegetable
order1231,fruit
order1231,frankfurter
order1231,newspapers
order1231,chicken
order1231,rice
order1232,vegetable
order1232,yogurt
order1232,fruit
order1232,milk
order1232,rolls
order1232,flour
order1232,whipped/sour cream
order1232,bakery
order1233,milk
order1233,jam
order1233,shopping bags
order1233,bread
order1233,soda
order1233,coffee
order1233,chicken
order1233,napkins
order1234,vegetable
order1234,fruit
order1234,waffles
order1234,rum
order1234,mayonnaise
order1234,butter
order1234,herbs
order1234,whipped/sour cream
order1235,vegetable
order1235,yogurt
order1235,fruit
order1235,milk
order1235,mayonnaise
order1235,beef
order1235,whipped/sour cream
order1236,sausage
order1236,fruit
order1236,rolls
order1236,beer
order1236,cosmetics
order1236,shopping bags
order1236,skin care
order1236,bottled water
order1236,margarine
order1236,meat
order1237,fruit
order1237,milk
order1237,rolls
order1237,bread
order1237,newspapers
order1237,chicken
order1237,bottled water
order1237,pastry
order1237,margarine
order1238,vegetable
order1238,turkey
order1238,chocolate
order1238,beef
order1238,cat food
order1238,baking powder
order1238,whipped/sour cream
order1239,vegetable
order1239,chocolate
order1239,milk
order1239,rolls
order1239,butter
order1239,herbs
order1239,soda
order1239,candy
order1239,curd
order1240,sausage
order1240,dessert
order1240,chocolate
order1240,fruit
order1240,milk
order1240,eggs
order1240,bread
order1240,margarine
order1241,vegetable
order1241,detergent
order1241,fruit
order1241,milk
order1241,soups
order1241,eggs
order1241,butter
order1241,coffee
order1241,cheese
order1241,whipped/sour cream
order1242,sausage
order1242,yogurt
order1242,salty snack
order1242,chocolate
order1242,milk
order1242,eggs
order1242,bread
order1242,newspapers
order1242,cheese
order1242,waffles
order1243,vegetable
order1243,potted plants
order1243,yogurt
order1243,chocolate
order1243,fruit
order1243,milk
order1243,beer
order1243,ham
order1243,chicken
order1243,softener
order1243,whipped/sour cream
order1244,dessert
order1244,chocolate
order1244,milk
order1244,frozen meals
order1244,rolls
order1244,specialty bar
order1244,misc. beverages
order1244,bakery
order1244,cheese
order1244,meat
order1245,vegetable
order1245,yogurt
order1245,fruit
order1245,milk
order1245,bread
order1245,chicken
order1245,napkins
order1245,meat
order1246,vegetable
order1246,beer
order1246,wine
order1246,grapes
order1246,bread
order1246,chicken
order1246,flower (seeds)
order1246,whipped/sour cream
order1246,meat
order1247,vegetable
order1247,yogurt
order1247,waffles
order1247,milk
order1247,seasonal products
order1247,rolls
order1247,whipped/sour cream
order1248,sausage
order1248,vegetable
order1248,chocolate
order1248,fruit
order1248,milk
order1248,sugar
order1248,eggs
order1248,flour
order1248,ketchup
order1248,newspapers
order1248,bottled water
order1248,baking powder
order1248,margarine
order1249,vegetable
order1249,salty snack
order1249,fruit
order1249,milk
order1249,frozen meals
order1249,berries
order1249,shopping bags
order1249,bread
order1249,soda
order1249,napkins
order1249,cheese
order1250,sausage
order1250,vegetable
order1250,yogurt
order1250,salty snack
order1250,chocolate
order1250,milk
order1250,beer
order1250,cream
order1250,cat food
order1250,roll products
order1250,misc. beverages
order1250,juice
order1250,rice
order1251,vegetable
order1251,yogurt
order1251,pork
order1251,fruit
order1251,milk
order1251,whipped/sour cream
order1251,eggs
order1251,salt
order1251,ketchup
order1251,margarine
order1251,curd
order1252,vegetable
order1252,pork
order1252,milk
order1252,beer
order1252,bread
order1252,bottled water
order1252,flower (seeds)
order1252,margarine
order1252,meat
order1253,potted plants
order1253,turkey
order1253,yogurt
order1253,fruit
order1253,milk
order1253,berries
order1253,rolls
order1253,cat food
order1253,soda
order1253,kitchen utensil
order1253,chicken
order1253,onions
order1253,pastry
order1253,margarine
order1253,whipped/sour cream
order1254,chocolate
order1254,fruit
order1254,ham
order1254,eggs
order1254,butter
order1254,shopping bags
order1254,bread
order1254,juice
order1254,cheese
order1254,pastry
order1254,tea
order1255,photo/film
order1255,yogurt
order1255,salty snack
order1255,fruit
order1255,milk
order1255,eggs
order1255,cheese
order1256,sausage
order1256,vegetable
order1256,pork
order1256,milk
order1256,rolls
order1256,beer
order1256,chicken
order1256,juice
order1257,vegetable
order1257,dessert
order1257,fruit
order1257,milk
order1257,seasonal products
order1257,beer
order1257,soda
order1257,bottled water
order1258,vegetable
order1258,fruit
order1258,milk
order1258,sugar
order1258,bread
order1258,coffee
order1258,cheese
order1259,potted plants
order1259,chocolate
order1259,milk
order1259,eggs
order1259,soda
order1259,bottled water
order1259,whipped/sour cream
order1260,sausage
order1260,vegetable
order1260,pork
order1260,yogurt
order1260,milk
order1260,beer
order1260,butter
order1260,chicken
order1260,juice
order1260,margarine
order1261,sausage
order1261,vegetable
order1261,cling film/bags
order1261,fruit
order1261,milk
order1261,berries
order1261,beer
order1261,beef
order1261,bread
order1261,juice
order1262,vegetable
order1262,rolls
order1262,liquor
order1262,butter
order1262,flour
order1262,bottled water
order1262,candy
order1263,vegetable
order1263,dessert
order1263,pork
order1263,beverages
order1263,milk
order1263,cheese
order1263,rolls
order1263,butter
order1263,shopping bags
order1263,coffee
order1263,onions
order1264,vegetable
order1264,yogurt
order1264,fruit
order1264,milk
order1264,cheese
order1264,beer
order1264,ham
order1264,chewing gum
order1264,salt
order1264,jam
order1264,butter
order1264,abrasive cleaner
order1264,organic sausage
